1680,200,0,1320,1600,2240,500,0,2100,1800,2800,900,0,3000,2800,3700,1400,0,3300,3000,5000,1900,0,5700,3500
1870,250,0,1550,1850,2430,550,0,2400,2000,3000,1100,0,3300,3000,4100,1600,0,3700,3100,7200,2100,0,6000,3600
2170,380,0,1800,2000,2719,580,0,2800,2300,3200,1200,0,3700,3300,4600,1700,0,4400,3500,8000,2200,0,6600,3900
2440,450,0,2000,2100,2997,600,0,3200,2400,3500,1300,0,4300,3500,5000,1900,0,5200,3900,10000,2600,0,7000,4200
