2060,300,0,1500,1800,2500,550,0,3000,2200,3100,1250,0,4100,3200,4000,1900,0,4550,3100,5350,2300,0,6000,3900
2260,400,0,1700,2200,2880,670,0,3400,2500,3300,1450,0,4600,3500,4700,2300,0,4950,3300,7550,2500,0,6300,4200
2540,500,0,2100,2500,3110,780,0,3800,2900,3500,1750,0,5000,3600,5200,2700,0,5350,3700,8200,2700,0,7000,4500
3010,620,0,2300,2700,3320,900,0,4200,3300,3900,2100,0,5400,4000,5900,3000,0,5650,4100,10500,3100,0,7400,4700
