2800,320,5400,5570,4170,3000,600,10500,5740,4340,3200,1800,14000,7100,4510,3400,2700,17500,4280,4680,3600,3600,21000,4600,5000
2880,450,6200,6170,4670,3200,900,11000,6340,4840,3400,2100,15500,7230,5010,3600,3100,18100,4980,5180,3800,3800,22000,5300,5500
3000,520,7000,6970,5270,3500,1500,12500,7240,5640,3700,2300,16250,7400,5710,4100,3400,20000,5985,5980,4100,4000,23500,6350,6250
3230,675,8900,7970,6170,3800,1800,14000,8140,6340,4000,2700,17500,7550,6510,4400,3600,21000,7080,6680,4400,4200,25000,7400,7000
