2400,200,2100,2870,2170,2440,400,5200,4400,2340,2610,1200,6100,5400,2510,2780,1700,7200,6400,2680,3100,2300,8200,7400,3000
2600,250,2650,3470,2370,2640,500,5400,4600,2540,2810,1450,6250,5600,2710,2980,1900,7400,6600,2880,3100,2500,8400,7600,3200
2700,380,3200,4370,2670,2940,550,5700,4900,2840,3110,1600,6700,5900,3010,3280,2050,7700,6900,3180,3600,2700,8700,7900,3500
3000,450,3700,5270,2970,3240,600,6000,5200,3140,3410,1800,6950,6200,3310,3580,2200,8000,7200,3480,3900,3000,9000,8200,3800
