2443,300,2590,3170,1400,4000,550,3800,5600,2400,4300,1200,5000,6000,4000,4800,1700,5350,3680,3800,9500,2500,5370,6000,4000
2750,380,2620,3770,1560,5000,700,4320,5940,2600,5500,1350,5800,6200,4310,6300,1900,5500,4280,3800,10100,2780,5500,6600,4640
3111,500,2730,4670,1900,6500,950,4800,6140,3300,6800,1520,6200,6420,4600,8500,2150,5720,5180,4220,11200,3000,5800,6800,5000
3580,590,2800,5570,2200,7300,1100,5500,6340,3800,8340,1700,6100,6500,5100,9000,2400,5900,6080,4400,14000,3500,6200,7400,5430
