2160,300,2500,2200,2100,2400,410,2800,2600,3000,2600,1210,3000,2800,3200,2800,1700,3200,3000,3400,3000,2200,3400,3200,3600
2349,410,2592,2300,2450,2600,500,3000,2800,3200,2800,1450,3200,3000,3400,3000,1900,3400,3200,3600,3200,2500,3600,3400,3800
2732,500,2680,2450,2700,2900,560,3300,3100,3500,3100,1620,3500,3300,3700,3300,2000,3700,3500,3900,3500,2600,3900,3700,4100
3199,580,2750,2600,3000,3200,600,3600,3400,3800,3400,1820,3800,3600,4000,3600,2200,4000,3800,4200,3800,3000,4200,4000,4400
